id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
LAS-M-013,Láser triodo mujer - Bikini clásico,"Depilación láser triodo para bikini clásico, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $4,760 MXN.",in stock,new,680.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Bikini%20cl%C3%A1sico%20%28LAS-M-013%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-013_laser-triodo-mujer-bikini-clasico.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-014,Láser triodo mujer - Bikini brasileño,"Depilación láser triodo para bikini brasileño, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $6,230 MXN.",in stock,new,890.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Bikini%20brasile%C3%B1o%20%28LAS-M-014%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-014_laser-triodo-mujer-bikini-brasileno.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-015,Láser triodo mujer - Media pierna,"Depilación láser triodo para media pierna, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $6,650 MXN.",in stock,new,950.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Media%20pierna%20%28LAS-M-015%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-015_laser-triodo-mujer-media-pierna.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-016,Láser triodo mujer - Pierna completa,"Depilación láser triodo para pierna completa, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $9,590 MXN.",in stock,new,1370.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Pierna%20completa%20%28LAS-M-016%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-016_laser-triodo-mujer-pierna-completa.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-017,Láser triodo mujer - Glúteos,"Depilación láser triodo para glúteos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,520 MXN.",in stock,new,790.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Gl%C3%BAteos%20%28LAS-M-017%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-017_laser-triodo-mujer-gluteos.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-018,Láser triodo mujer - Espalda completa,"Depilación láser triodo para espalda completa, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $9,205 MXN.",in stock,new,1315.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Espalda%20completa%20%28LAS-M-018%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-018_laser-triodo-mujer-espalda-completa.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-019,Láser triodo mujer - Espalda baja,"Depilación láser triodo para espalda baja, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,530 MXN.",in stock,new,790.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Espalda%20baja%20%28LAS-M-019%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-019_laser-triodo-mujer-espalda-baja.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-M-020,Láser triodo mujer - Cuerpo completo,"Paquete integral que incluye piernas, axilas, cara, bikini brasileño, pezones, brazos completos, glúteos y otras zonas indicadas en el menú. Requiere valoración previa. 10 sesiones con 30% OFF: $41,580 MXN.",in stock,new,5940.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20mujer%20-%20Cuerpo%20completo%20%28LAS-M-020%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-M-020_laser-triodo-mujer-cuerpo-completo.jpg,FLORECER Skin & Wellness,Láser mujeres,,Fijo,Lista para catálogo
LAS-H-001,Láser triodo hombre - Barba completa,"Depilación láser triodo para barba completa, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $5,950 MXN.",in stock,new,850.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Barba%20completa%20%28LAS-H-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-001_laser-triodo-hombre-barba-completa.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-002,Láser triodo hombre - Axilas,"Depilación láser triodo para axilas, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $4,550 MXN.",in stock,new,650.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Axilas%20%28LAS-H-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-002_laser-triodo-hombre-axilas.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-003,Láser triodo hombre - Piernas completas,"Depilación láser triodo para piernas completas, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $12,600 MXN.",in stock,new,1800.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Piernas%20completas%20%28LAS-H-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-003_laser-triodo-hombre-piernas-completas.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-004,Láser triodo hombre - Abdomen,"Depilación láser triodo para abdomen, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $6,300 MXN.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Abdomen%20%28LAS-H-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-004_laser-triodo-hombre-abdomen.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-005,Láser triodo hombre - Pecho completo,"Depilación láser triodo para pecho completo, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $8,750 MXN.",in stock,new,1250.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Pecho%20completo%20%28LAS-H-005%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-005_laser-triodo-hombre-pecho-completo.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-006,Láser triodo hombre - Espalda completa,"Depilación láser triodo para espalda completa, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $12,250 MXN.",in stock,new,1750.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Espalda%20completa%20%28LAS-H-006%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-006_laser-triodo-hombre-espalda-completa.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-007,Láser triodo hombre - Cuello,"Depilación láser triodo para cuello, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $3,850 MXN.",in stock,new,550.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Cuello%20%28LAS-H-007%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-007_laser-triodo-hombre-cuello.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-008,Láser triodo hombre - Pómulos y contorno,"Depilación láser triodo para pómulos y contorno, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,800 MXN.",in stock,new,400.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20P%C3%B3mulos%20y%20contorno%20%28LAS-H-008%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-008_laser-triodo-hombre-pomulos-y-contorno.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-009,Láser triodo hombre - Orejas,"Depilación láser triodo para orejas, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,100 MXN.",in stock,new,300.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Orejas%20%28LAS-H-009%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-009_laser-triodo-hombre-orejas.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-010,Láser triodo hombre - Brazos completos,"Depilación láser triodo para brazos completos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $8,400 MXN.",in stock,new,1200.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Brazos%20completos%20%28LAS-H-010%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-010_laser-triodo-hombre-brazos-completos.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-011,Láser triodo hombre - Glúteos,"Depilación láser triodo para glúteos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $6,930 MXN.",in stock,new,990.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Gl%C3%BAteos%20%28LAS-H-011%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-011_laser-triodo-hombre-gluteos.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
LAS-H-012,Láser triodo hombre - Dedos,"Depilación láser triodo para dedos, con parámetros definidos según valoración de piel y vello. Disponible por sesión o en paquete de 10 sesiones. 10 sesiones: $2,800 MXN.",in stock,new,400.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20triodo%20hombre%20-%20Dedos%20%28LAS-H-012%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_LAS-H-012_laser-triodo-hombre-dedos.jpg,FLORECER Skin & Wellness,Láser hombres,,Fijo,Lista para catálogo
INT-001,Despigmentante íntimo Nd:YAG,"Tratamiento aclarante con láser Nd:YAG, de aplicación progresiva y sujeto a valoración. El menú recomienda cuatro sesiones espaciadas cada 30 días. Plan sugerido: 4 sesiones, una cada 30 días.",in stock,new,1580.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Despigmentante%20%C3%ADntimo%20Nd%3AYAG%20%28INT-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_INT-001_despigmentante-intimo-nd-yag.jpg,FLORECER Skin & Wellness,Bienestar íntimo,,Fijo,Uso publicitario restringido: validar antes de pautar
INT-002,Peeling corporal aclarante,Peeling corporal orientado a unificar visualmente el tono y devolver luminosidad y suavidad a la piel. El precio final depende de la zona y la valoración. Precio sujeto a valoración.,in stock,new,2700.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Peeling%20corporal%20aclarante%20%28INT-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_INT-002_peeling-corporal-aclarante.jpg,FLORECER Skin & Wellness,Bienestar íntimo,,Desde,Uso publicitario restringido: validar antes de pautar
INT-003,Rejuvenecimiento íntimo HIFU,"Ultrasonido focalizado para bienestar íntimo, textura del tejido y apoyo en casos seleccionados de incontinencia. Requiere valoración médica y cuidados posteriores indicados por el profesional. Paquete 4 sesiones: $10,500 MXN.",in stock,new,3680.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Rejuvenecimiento%20%C3%ADntimo%20HIFU%20%28INT-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_INT-003_rejuvenecimiento-intimo-hifu.jpg,FLORECER Skin & Wellness,Bienestar íntimo,,Fijo,No pautar sin validación médica y de política
INT-004,EM Sella - Piso pélvico,"Tratamiento no invasivo con contracciones supramáximas para fortalecer el piso pélvico. Puede formar parte de un plan para mujeres u hombres según valoración profesional. Paquete 10 sesiones: $7,880 MXN.",in stock,new,1000.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20EM%20Sella%20-%20Piso%20p%C3%A9lvico%20%28INT-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_INT-004_em-sella-piso-pelvico.jpg,FLORECER Skin & Wellness,Bienestar íntimo,,Fijo,No pautar sin validación médica y de política
ESP-001,Antiacné de espalda,"Hollywood Peel aplicado en espalda para apoyar el control de oleosidad, renovar la piel y mejorar la apariencia asociada al acné.",in stock,new,3680.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Antiacn%C3%A9%20de%20espalda%20%28ESP-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_ESP-001_antiacne-de-espalda.jpg,FLORECER Skin & Wellness,"Espalda, uñas y lesiones",,Fijo,Revisar copy: no dirigirse al usuario por una condición de salud
ESP-002,Limpieza profunda de espalda y hombros,Limpieza ultrasónica con extracciones y alta frecuencia para retirar impurezas y mejorar la textura de espalda y hombros.,in stock,new,2100.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Limpieza%20profunda%20de%20espalda%20y%20hombros%20%28ESP-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_ESP-002_limpieza-profunda-de-espalda-y-hombros.jpg,FLORECER Skin & Wellness,"Espalda, uñas y lesiones",,Fijo,Revisión médica y de política
ESP-003,Láser para onicomicosis,Sesión con láser de picosegundos para tratamiento de hongos en uñas. Dura hasta 15 minutos y suele requerir de tres a cuatro sesiones según valoración. Plan orientativo: 3 a 4 sesiones. Duración: Hasta 15 min.,in stock,new,530.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20L%C3%A1ser%20para%20onicomicosis%20%28ESP-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_ESP-003_laser-para-onicomicosis.jpg,FLORECER Skin & Wellness,"Espalda, uñas y lesiones",,Fijo,No pautar sin validación médica y de política
ESP-004,Plasma Fibroblast para verrugas o léntigos,Extracción localizada de verrugas o léntigos solares con Plasma Fibroblast. El procedimiento y el precio se determinan después de la valoración. Tratamiento sujeto a valoración.,in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Plasma%20Fibroblast%20para%20verrugas%20o%20l%C3%A9ntigos%20%28ESP-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_ESP-004_plasma-fibroblast-para-verrugas-o-lentigos.jpg,FLORECER Skin & Wellness,"Espalda, uñas y lesiones",,Valoración,No pautar sin validación médica y de política
HSP-001,Head Spa - Relajación Profunda Supreme,"Experiencia de 60 minutos con masajes estimulantes, acupresión, vapor de ozono y aromaterapia, más 30 minutos para secado express. El precio depende del largo y volumen del cabello. Rango: $2,000 a $2,500 MXN. Duración: 60 min + 30 min de secado.",in stock,new,2000.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Head%20Spa%20-%20Relajaci%C3%B3n%20Profunda%20Supreme%20%28HSP-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HSP-001_head-spa-relajacion-profunda-supreme.jpg,FLORECER Skin & Wellness,Head Spa y capilar,,Desde,Lista para catálogo / alopecia requiere revisión
HSP-002,Head Spa + Tratamiento anticaída,"Experiencia de relajación con mascarilla personalizada para cuero cabelludo, vapor de ozono, infusiones terapéuticas, infrarrojo y sueros especializados. Requiere valoración capilar. Rango vigente en captura: $2,500 a $3,500 MXN.",in stock,new,2500.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Head%20Spa%20%2B%20Tratamiento%20antica%C3%ADda%20%28HSP-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HSP-002_head-spa-tratamiento-anticaida.jpg,FLORECER Skin & Wellness,Head Spa y capilar,,Desde,Alopecia: revisar copy y política antes de pautar
HSP-003,Head Spa Deluxe - Escape Total,"Ritual integral que combina relajación profunda del cuero cabelludo, yoga facial, mascarilla de hidrogel para rostro y tratamiento hidratante de pies. Rango: $3,500 a $4,500 MXN.",in stock,new,3500.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Head%20Spa%20Deluxe%20-%20Escape%20Total%20%28HSP-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HSP-003_head-spa-deluxe-escape-total.jpg,FLORECER Skin & Wellness,Head Spa y capilar,,Desde,Lista para catálogo / alopecia requiere revisión
HSP-004,Head Spa con Exosomas y Dermapen,"Protocolo avanzado para cuero cabelludo que combina la experiencia Head Spa con activos de Mesoestetic aplicados mediante Dermapen. Orientado a folículos debilitados y casos de alopecia tras valoración. Rango: $3,500 a $4,500 MXN.",in stock,new,3500.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Head%20Spa%20con%20Exosomas%20y%20Dermapen%20%28HSP-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_HSP-004_head-spa-con-exosomas-y-dermapen.jpg,FLORECER Skin & Wellness,Head Spa y capilar,,Desde,No pautar sin validación médica y de política
MED-EST-001,Consulta para toxina botulínica,"Consulta médica personalizada para valorar objetivos de expresión y elegibilidad para toxina botulínica. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20toxina%20botul%C3%ADnica%20%28MED-EST-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-001_consulta-para-toxina-botulinica.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-EST-002,Consulta para bioestimuladores,"Consulta médica personalizada para valorar calidad, firmeza y necesidades de la piel antes de indicar bioestimuladores. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20bioestimuladores%20%28MED-EST-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-002_consulta-para-bioestimuladores.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-EST-003,Consulta para Sculptra,"Consulta médica personalizada para valorar si Sculptra es adecuado dentro de un plan de bioestimulación. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20Sculptra%20%28MED-EST-003%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-003_consulta-para-sculptra.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-EST-004,Consulta para skinboosters,"Consulta médica personalizada para valorar hidratación y calidad de piel con NCTF, PDRN de salmón o exosomas. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20skinboosters%20%28MED-EST-004%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-004_consulta-para-skinboosters.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-EST-005,Consulta para rellenos de ácido hialurónico,"Consulta médica personalizada para valorar armonización y elegibilidad para rellenos de ácido hialurónico. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20rellenos%20de%20%C3%A1cido%20hialur%C3%B3nico%20%28MED-EST-005%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-005_consulta-para-rellenos-de-acido-hialuronico.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-EST-006,Consulta para mesoterapia,"Consulta médica personalizada para valorar un plan de mesoterapia facial, capilar o corporal. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20mesoterapia%20%28MED-EST-006%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-006_consulta-para-mesoterapia.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-EST-007,Consulta para lipoenzimas,"Consulta médica personalizada para valorar la indicación, zona y seguridad de un protocolo con lipoenzimas. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20lipoenzimas%20%28MED-EST-007%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-EST-007_consulta-para-lipoenzimas.jpg,FLORECER Skin & Wellness,Medicina estética,,Consulta,No pautar sin validación médica y de política
MED-INT-001,Consulta para terapia de reemplazo hormonal,"Consulta médica personalizada para valorar terapia de reemplazo hormonal y antecedentes clínicos. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20para%20terapia%20de%20reemplazo%20hormonal%20%28MED-INT-001%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-001_consulta-para-terapia-de-reemplazo-hormonal.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
MED-INT-002,Consulta por resequedad vaginal,"Consulta médica personalizada para valorar causas y alternativas profesionales ante resequedad vaginal. El precio publicado corresponde a la consulta; estudios, medicamentos o procedimientos se cotizan por separado según diagnóstico y plan profesional.",in stock,new,900.00 MXN,https://wa.me/529843218001?text=Hola%2C%20me%20interesa%20Consulta%20por%20resequedad%20vaginal%20%28MED-INT-002%29.%20%C2%BFMe%20pueden%20dar%20informaci%C3%B3n%3F,https://raw.githubusercontent.com/DevAiSolves/florecer-catalogo/main/catalogo/FLORECER_MED-INT-002_consulta-por-resequedad-vaginal.jpg,FLORECER Skin & Wellness,Salud íntima y hormonal,,Consulta,No pautar sin validación médica y de política
